Name,Nationality,Overall,Wage €'s,Wage $'s, Annualized Salary Wage €'s ,Annualized Salary Wage S's,Age,Potential
Liu Yu,China PR,62,2, 2 ," 104,000 ","119,540",33,62
C. Hamilton,England,62,3, 3 ," 156,000 ","179,310",23,70
I. McShane,Scotland,62,2, 2 ," 104,000 ","119,540",25,63
Y. Misao,Japan,62,2, 2 ," 104,000 ","119,540",27,65
M. Pribula,Slovakia,62,1, 1 ," 52,000 ","59,770",32,62
J. Grimes,England,62,2, 2 ," 104,000 ","119,540",27,62
E. Nouri,Azerbaijan,62,1, 1 ," 52,000 ","59,770",32,62
J. Murphy,Republic of Ireland,62,1, 1 ," 52,000 ","59,770",36,62
Martí Vilá,Spain,62,1, 1 ," 52,000 ","59,770",19,74
K. Piedrahita,United States,62,1, 1 ," 52,000 ","59,770",27,66
Seo Young Jae,Korea Republic,62,1, 1 ," 52,000 ","59,770",23,70
Y. Songo'o,Cameroon,62,2, 2 ," 104,000 ","119,540",26,64
Lang Zheng,China PR,62,3, 3 ," 156,000 ","179,310",31,62
J. Matt,Jamaica,62,2, 2 ," 104,000 ","119,540",28,62
J. Yates,England,62,5, 6 ," 260,000 ","298,851",21,69
A. Baker,Wales,62,3, 3 ," 156,000 ","179,310",21,73
I. Morales,Chile,62,1, 1 ," 52,000 ","59,770",18,77
M. Verreth,Belgium,62,2, 2 ," 104,000 ","119,540",20,72
Zhu Ting,China PR,62,2, 2 ," 104,000 ","119,540",32,62
E. Bajrami,FYR Macedonia,62,3, 3 ," 156,000 ","179,310",25,63
A. Mangan,England,62,1, 1 ," 52,000 ","59,770",31,62
K. Baccus,Australia,62,1, 1 ," 52,000 ","59,770",20,72
T. Antalyalı,Turkey,62,2, 2 ," 104,000 ","119,540",23,67
S. Takahashi,Japan,62,1, 1 ," 52,000 ","59,770",26,64
A. Ramsdale,England,62,4, 5 ," 208,000 ","239,080",20,76
S. Sørli,Norway,62,1, 1 ," 52,000 ","59,770",22,68
Choi Hyun Tae,Korea Republic,62,1, 1 ," 52,000 ","59,770",30,62
Jefté,Spain,62,3, 3 ," 156,000 ","179,310",24,66
G. Crociata,Italy,62,1, 1 ," 52,000 ","59,770",20,76
V. Pinson,France,62,3, 3 ," 156,000 ","179,310",22,69
D. Williams,England,62,1, 1 ," 52,000 ","59,770",30,62
K. Lejeune,France,62,1, 1 ," 52,000 ","59,770",33,62
D. Avounou,Congo,62,3, 3 ," 156,000 ","179,310",20,75
S. Barreto,Argentina,62,1, 1 ," 52,000 ","59,770",19,77
T. Sawada,Japan,62,1, 1 ," 52,000 ","59,770",27,62
T. Payne,New Zealand,62,€ 0, -   , -   ,0,24,66
M. Yamane,Japan,62,1, 1 ," 52,000 ","59,770",24,68
J. Dem,Germany,62,1, 1 ," 52,000 ","59,770",25,65
Ba Dun,China PR,62,3, 3 ," 156,000 ","179,310",22,69
A. Georgiou,Cyprus,62,9, 10 ," 468,000 ","537,931",21,75
Álex Blanco,Spain,62,3, 3 ," 156,000 ","179,310",19,75
J. Kotzke,Germany,62,4, 5 ," 208,000 ","239,080",28,62
I. Varone,Italy,62,1, 1 ," 52,000 ","59,770",25,64
J. Cejas,Argentina,62,2, 2 ," 104,000 ","119,540",20,76
T. Söderström,Sweden,62,1, 1 ," 52,000 ","59,770",24,67
Fran Serrano,Spain,62,1, 1 ," 52,000 ","59,770",23,70
K. Fujimoto,Japan,62,2, 2 ," 104,000 ","119,540",32,62
I. Moreno,Mexico,62,7, 8 ," 364,000 ","418,391",20,72
Lucas Rodrigues,Brazil,62,1, 1 ," 52,000 ","59,770",18,71
S. Slocombe,England,62,2, 2 ," 104,000 ","119,540",30,62
J. Araya,Chile,62,1, 1 ," 52,000 ","59,770",22,73
A. Palumbo,Italy,62,4, 5 ," 208,000 ","239,080",21,69
J. Wehrmann,Netherlands,62,1, 1 ," 52,000 ","59,770",19,76
R. Taillan,France,62,1, 1 ," 52,000 ","59,770",26,65
C. Sabaly,Senegal,62,1, 1 ," 52,000 ","59,770",19,79
M. Phaeton,France,62,2, 2 ," 104,000 ","119,540",18,77
P. Uscanga,Mexico,62,2, 2 ," 104,000 ","119,540",27,63
J. Konings,Netherlands,62,1, 1 ," 52,000 ","59,770",20,72
A. Ndiaye,Senegal,62,1, 1 ," 52,000 ","59,770",18,80
A. Groiß,Germany,62,1, 1 ," 52,000 ","59,770",20,72
C. Gameiro,Australia,62,1, 1 ," 52,000 ","59,770",25,67
I. Buckley-Ricketts,England,62,2, 2 ," 104,000 ","119,540",20,73
F. Ahumada,Chile,62,1, 1 ," 52,000 ","59,770",22,72
A. Vaikla,Estonia,62,1, 1 ," 52,000 ","59,770",21,74
Kike,Spain,62,1, 1 ," 52,000 ","59,770",21,68
A. Al Asmari,Saudi Arabia,62,5, 6 ," 260,000 ","298,851",21,74
A. Roldan,United States,62,1, 1 ," 52,000 ","59,770",21,72
D. Amankwaa,Denmark,62,1, 1 ," 52,000 ","59,770",24,67
S. Balić,Montenegro,62,1, 1 ," 52,000 ","59,770",28,62
S. Griffin,Republic of Ireland,62,1, 1 ," 52,000 ","59,770",23,68
M. Sadílek,Czech Republic,62,1, 1 ," 52,000 ","59,770",19,79
G. Jansson,Sweden,62,1, 1 ," 52,000 ","59,770",32,62
C. Duffus,Republic of Ireland,62,3, 3 ," 156,000 ","179,310",22,70
F. Escales,France,62,4, 5 ," 208,000 ","239,080",22,70
A. Silva Quiroga,Uruguay,62,2, 2 ," 104,000 ","119,540",25,66
C. Humphreys-Grant,England,62,6, 7 ," 312,000 ","358,621",19,77
N. Sakemoto,Japan,62,2, 2 ," 104,000 ","119,540",33,62
G. Rodríguez,Uruguay,62,2, 2 ," 104,000 ","119,540",24,67
J. Teze,Netherlands,62,1, 1 ," 52,000 ","59,770",18,80
A. Tanaka,Japan,62,1, 1 ," 52,000 ","59,770",19,71
H. Kyprianou,Cyprus,62,1, 1 ," 52,000 ","59,770",21,69
S. Otsuki,Japan,62,2, 2 ," 104,000 ","119,540",29,62
Y. Kimoto,Japan,62,1, 1 ," 52,000 ","59,770",24,67
Baba Fernandes,Guinea Bissau,62,1, 1 ," 52,000 ","59,770",18,74
L. Walthert,Switzerland,62,1, 1 ," 52,000 ","59,770",34,62
E. Ávila,Colombia,62,1, 1 ," 52,000 ","59,770",31,62
P. Puchegger,Austria,62,2, 2 ," 104,000 ","119,540",23,68
Aarón,Spain,62,1, 1 ," 52,000 ","59,770",22,68
B. Clarke,Republic of Ireland,62,1, 1 ," 52,000 ","59,770",32,62
L. Grorud,Norway,62,1, 1 ," 52,000 ","59,770",34,62
J. Kitolano,Norway,62,4, 5 ," 208,000 ","239,080",18,77
Zhang Yu,China PR,62,3, 3 ," 156,000 ","179,310",24,69
O. Banks,England,62,2, 2 ," 104,000 ","119,540",25,65
C. Ponce,Chile,62,1, 1 ," 52,000 ","59,770",26,62
Abeledo,Spain,62,2, 2 ," 104,000 ","119,540",22,69
A. McDonald,Scotland,62,1, 1 ," 52,000 ","59,770",17,84
J. Laurent,England,62,2, 2 ," 104,000 ","119,540",23,67
K. Nakamura,Japan,62,1, 1 ," 52,000 ","59,770",17,80
T. Davies,England,62,2, 2 ," 104,000 ","119,540",26,65
W. Piñones,Chile,62,1, 1 ," 52,000 ","59,770",30,62
A. Nouri,France,62,1, 1 ," 52,000 ","59,770",23,70
A. Tideman,Sweden,62,1, 1 ," 52,000 ","59,770",25,63
H. Robstad,Norway,62,1, 1 ," 52,000 ","59,770",27,62
K. Goden,Germany,62,2, 2 ," 104,000 ","119,540",19,75
S. Al Shehri,Saudi Arabia,62,4, 5 ," 208,000 ","239,080",24,66
Alberto Redondo,Spain,62,2, 2 ," 104,000 ","119,540",21,72
K. Shimura,Japan,62,1, 1 ," 52,000 ","59,770",22,71
A. Connolly,Republic of Ireland,62,4, 5 ," 208,000 ","239,080",18,81
H. Davis,England,62,2, 2 ," 104,000 ","119,540",26,65
M. Festa,Italy,62,1, 1 ," 52,000 ","59,770",26,65
M. McGlinchey,New Zealand,62,1, 1 ," 52,000 ","59,770",31,62
M. Siabanis,Greece,62,1, 1 ," 52,000 ","59,770",18,73
Z. Ljubijankič,Slovenia,62,3, 3 ," 156,000 ","179,310",34,62
Miguel Ángel,Spain,62,2, 2 ," 104,000 ","119,540",20,72
R. Murray,Republic of Ireland,62,1, 1 ," 52,000 ","59,770",26,63
Y. Ma-Kalambay,DR Congo,62,1, 1 ," 52,000 ","59,770",32,62
Borja Domingo,Spain,62,2, 2 ," 104,000 ","119,540",22,70
Kim Geon Ung,Korea Republic,62,1, 1 ," 52,000 ","59,770",20,74
R. Sawakami,Japan,62,2, 2 ," 104,000 ","119,540",24,66
E. Bwomono,England,62,1, 1 ," 52,000 ","59,770",19,75
M. Erlic,Croatia,62,5, 6 ," 260,000 ","298,851",20,71
I. Osbourne,England,62,2, 2 ," 104,000 ","119,540",30,62
R. Herrmann,Germany,62,1, 1 ," 52,000 ","59,770",24,65
B. Al Seliteen,Saudi Arabia,62,4, 5 ," 208,000 ","239,080",27,62
H. Hauksson,Iceland,62,2, 2 ," 104,000 ","119,540",26,65
D. Gonzalez,Chile,62,1, 1 ," 52,000 ","59,770",20,76
J. Verdugo,Chile,62,1, 1 ," 52,000 ","59,770",21,72
A. Hasegawa,Japan,62,2, 2 ," 104,000 ","119,540",29,62
J. Marulanda,Colombia,62,1, 1 ," 52,000 ","59,770",22,71
M. Vallecilla,Colombia,62,1, 1 ," 52,000 ","59,770",27,62
P. Choroba,Germany,62,1, 1 ," 52,000 ","59,770",22,69
D. Guidi,France,62,1, 1 ," 52,000 ","59,770",22,70
W. Decas,Honduras,62,1, 1 ," 52,000 ","59,770",18,75
M. Marić,Croatia,62,3, 3 ," 156,000 ","179,310",22,69
M. Tombakti,Saudi Arabia,62,3, 3 ," 156,000 ","179,310",24,69
A. Castro-Montes,Belgium,62,2, 2 ," 104,000 ","119,540",21,70
L. Hemmerich,Germany,62,1, 1 ," 52,000 ","59,770",20,75
E. García,Mexico,62,2, 2 ," 104,000 ","119,540",20,75
L. Reddy,Australia,62,1, 1 ," 52,000 ","59,770",36,62
G. Ávalos,Paraguay,62,3, 3 ," 156,000 ","179,310",27,62
N. Sakurauchi,Japan,62,1, 1 ," 52,000 ","59,770",28,62
H. Ndam,Cameroon,62,1, 1 ," 52,000 ","59,770",19,72
Ricardo Friedrich,Brazil,62,1, 1 ," 52,000 ","59,770",25,68
Jeong Tae Wook,Korea Republic,62,1, 1 ," 52,000 ","59,770",21,75
M. Lode,Norway,62,1, 1 ," 52,000 ","59,770",25,66
S. Rhein,Germany,62,3, 3 ," 156,000 ","179,310",20,72
O. Karlsson,Iceland,62,1, 1 ," 52,000 ","59,770",21,70
F. Arkenberg,Germany,62,1, 1 ," 52,000 ","59,770",22,70
D. Pérez,Venezuela,62,1, 1 ," 52,000 ","59,770",18,78
Rubén Enri,Spain,62,1, 1 ," 52,000 ","59,770",20,70
M. Simon,Australia,62,1, 1 ," 52,000 ","59,770",32,62
P. Magnín,Argentina,62,3, 3 ," 156,000 ","179,310",28,62
A. Mostafa,Egypt,62,3, 3 ," 156,000 ","179,310",20,71
T. Aldred,Scotland,62,3, 3 ," 156,000 ","179,310",27,62
João Pereira,Portugal,62,2, 2 ," 104,000 ","119,540",28,62
F. Álvarez,Argentina,62,2, 2 ," 104,000 ","119,540",23,69
V. Gyökeres,Sweden,62,6, 7 ," 312,000 ","358,621",20,79
P. Beruatto,Italy,62,5, 6 ," 260,000 ","298,851",19,78
E. Dahlin,Sweden,62,1, 1 ," 52,000 ","59,770",29,64
J. Papaleo,Argentina,62,2, 2 ," 104,000 ","119,540",24,70
D. Šarić,Bosnia Herzegovina,62,1, 1 ," 52,000 ","59,770",21,72
T. Field,Republic of Ireland,62,5, 6 ," 260,000 ","298,851",21,70
D. Córdoba,Colombia,62,1, 1 ," 52,000 ","59,770",31,62
E. Figueroa,Sweden,62,1, 1 ," 52,000 ","59,770",27,63
J. Shea,England,62,2, 2 ," 104,000 ","119,540",27,62
A. Al Nazera,Saudi Arabia,62,5, 6 ," 260,000 ","298,851",25,66
Zheng Kaimu,China PR,62,3, 3 ," 156,000 ","179,310",26,66
S. Humphrys,England,62,7, 8 ," 364,000 ","418,391",20,73
D. Sterling,England,62,1, 1 ," 52,000 ","59,770",18,74
K. Michalak,Poland,62,1, 1 ," 52,000 ","59,770",20,76
E. Ogude,Nigeria,62,2, 2 ," 104,000 ","119,540",24,67
K. Kennedy,England,62,2, 2 ," 104,000 ","119,540",24,66
C. Koca,Turkey,62,7, 8 ," 364,000 ","418,391",22,73
O. Balanta,Colombia,62,1, 1 ," 52,000 ","59,770",30,62
A. Karazor,Germany,62,2, 2 ," 104,000 ","119,540",21,72
T. Doornbusch,Netherlands,62,1, 1 ," 52,000 ","59,770",18,75
S. Polat,Turkey,62,2, 2 ," 104,000 ","119,540",21,74
A. Lassiter,Costa Rica,62,1, 1 ," 52,000 ","59,770",23,68
G. Miller,England,62,5, 6 ," 260,000 ","298,851",19,71
C. Brittain,England,62,2, 2 ," 104,000 ","119,540",20,79
J. Champness,Australia,62,1, 1 ," 52,000 ","59,770",21,74
E. Jonassen Sætervik,Norway,62,1, 1 ," 52,000 ","59,770",25,65
C. Kane,Scotland,62,1, 1 ," 52,000 ","59,770",23,68
M. Brouwer,Netherlands,62,1, 1 ," 52,000 ","59,770",25,65
P. Maronilli,Italy,62,1, 1 ," 52,000 ","59,770",20,74
M. Frankoch,Denmark,62,2, 2 ," 104,000 ","119,540",22,72
L. Bender,Germany,62,1, 1 ," 52,000 ","59,770",30,62
A. Ildız,Turkey,62,2, 2 ," 104,000 ","119,540",21,70
A. Dabo,France,62,2, 2 ," 104,000 ","119,540",17,86
S. Odey,Nigeria,62,2, 2 ," 104,000 ","119,540",20,76
M. Zemzemi,Tunisia,62,2, 2 ," 104,000 ","119,540",18,76
T. Takagi,Japan,62,2, 2 ," 104,000 ","119,540",25,64
I. Cissé,France,62,3, 3 ," 156,000 ","179,310",22,72
R. Kaib,Sweden,62,1, 1 ," 52,000 ","59,770",21,68
S. Adekoya,United States,62,2, 2 ," 104,000 ","119,540",22,68
F. Motori,Sweden,62,1, 1 ," 52,000 ","59,770",22,67
I. Diarra,France,62,5, 6 ," 260,000 ","298,851",20,79
L. Price,Wales,62,4, 5 ," 208,000 ","239,080",33,62
T. Socha,Poland,62,1, 1 ," 52,000 ","59,770",30,62
V. Tankovskyi,Ukraine,62,1, 1 ," 52,000 ","59,770",22,71
A. Adouyev,France,62,2, 2 ," 104,000 ","119,540",19,79
I. Dresevic,Sweden,62,1, 1 ," 52,000 ","59,770",21,71
J. Devitt,Republic of Ireland,62,2, 2 ," 104,000 ","119,540",27,62
P. Maiorino,Italy,62,1, 1 ," 52,000 ","59,770",29,62
Kim Ji Min,Korea Republic,61,2, 2 ," 104,000 ","119,540",25,64
S. Dooley,Northern Ireland,61,1, 1 ," 52,000 ","59,770",26,61
B. White,England,61,5, 6 ," 260,000 ","298,851",20,76
A. Sevinç,Turkey,61,3, 3 ," 156,000 ","179,310",19,75
P. Struijk,Netherlands,61,3, 3 ," 156,000 ","179,310",18,74
J. Estrada,Mexico,61,2, 2 ," 104,000 ","119,540",20,74
M. Reuvers,Netherlands,61,1, 1 ," 52,000 ","59,770",19,70
F. Pereyra,Argentina,61,1, 1 ," 52,000 ","59,770",29,62
S. Poulsen,Denmark,61,2, 2 ," 104,000 ","119,540",33,61
A. Cervantes,Mexico,61,4, 5 ," 208,000 ","239,080",20,73
I. Marega,France,61,3, 3 ," 156,000 ","179,310",20,69
S. Czajkowski,Denmark,61,2, 2 ," 104,000 ","119,540",21,71
M. Insaurralde,Argentina,61,2, 2 ," 104,000 ","119,540",19,79
P. Heigre,Norway,61,1, 1 ," 52,000 ","59,770",23,68
K. Garcia,United States,61,1, 1 ," 52,000 ","59,770",27,63
A. Edun,England,61,6, 7 ," 312,000 ","358,621",20,75
S. Cordero,Chile,61,1, 1 ," 52,000 ","59,770",22,68
J. Ramírez,Colombia,61,1, 1 ," 52,000 ","59,770",21,70
C. Jones,England,61,7, 8 ," 364,000 ","418,391",17,82
A. Nabi,England,61,1, 1 ," 52,000 ","59,770",24,67
D. Al Saeed,Saudi Arabia,61,2, 2 ," 104,000 ","119,540",27,62
B. Meredith,United States,61,1, 1 ," 52,000 ","59,770",28,63
L. Cole,England,61,2, 2 ," 104,000 ","119,540",25,64
F. Medina,Argentina,61,1, 1 ," 52,000 ","59,770",19,77
D. Anyembe,Denmark,61,1, 1 ," 52,000 ","59,770",19,73
Meseguer,Spain,61,1, 1 ," 52,000 ","59,770",18,75
C. Roberts,England,61,5, 6 ," 260,000 ","298,851",21,73
O. Rommens,Belgium,61,1, 1 ," 52,000 ","59,770",23,67
J. Robinson,United States,61,1, 1 ," 52,000 ","59,770",24,66
B. Collins,England,61,1, 1 ," 52,000 ","59,770",21,70
R. Torres,Mexico,61,6, 7 ," 312,000 ","358,621",21,71
J. Méndez,Argentina,61,2, 2 ," 104,000 ","119,540",20,76
W. Bracamonte,Argentina,61,2, 2 ," 104,000 ","119,540",20,73
I. Pedrelli,Italy,61,1, 1 ," 52,000 ","59,770",32,61
Kim Jong Min,Korea Republic,61,2, 2 ," 104,000 ","119,540",25,64
E. Nolan,Republic of Ireland,61,3, 3 ," 156,000 ","179,310",29,61
M. Cortés,Colombia,61,1, 1 ," 52,000 ","59,770",21,74
R. Hunt,England,61,2, 2 ," 104,000 ","119,540",22,69
C. Dyson,England,61,2, 2 ," 104,000 ","119,540",21,69
P. O'Connor,Republic of Ireland,61,5, 6 ," 260,000 ","298,851",20,72
N. Beyer,Germany,61,1, 1 ," 52,000 ","59,770",21,70
F. Gattoni,Argentina,61,1, 1 ," 52,000 ","59,770",19,80
J. Ayala,Mexico,61,1, 1 ," 52,000 ","59,770",27,61
Oh Se Hun,Korea Republic,61,1, 1 ," 52,000 ","59,770",19,74
A. Donkor,Germany,61,5, 6 ," 260,000 ","298,851",20,75
S. Condé,Guinea,61,1, 1 ," 52,000 ","59,770",25,66
A. Nicholls,England,61,4, 5 ," 208,000 ","239,080",30,61
H. Souttar,Scotland,61,3, 3 ," 156,000 ","179,310",19,78
Kim Min Tae,Korea Republic,61,1, 1 ," 52,000 ","59,770",24,66
E. Cicerelli,Italy,61,1, 1 ," 52,000 ","59,770",23,66
T. Miller,England,61,3, 3 ," 156,000 ","179,310",28,61
J. Trtovac,Serbia,61,2, 2 ," 104,000 ","119,540",31,61
J. Sterry,England,61,6, 7 ," 312,000 ","358,621",22,69
H. Al Shuwaysh,Saudi Arabia,61,4, 5 ," 208,000 ","239,080",29,61
A. Andersson,Sweden,61,1, 1 ," 52,000 ","59,770",21,71
E. Sánchez,Mexico,61,2, 2 ," 104,000 ","119,540",18,75
J. Willock,England,61,7, 8 ," 364,000 ","418,391",18,79
C. Wehan,United States,61,1, 1 ," 52,000 ","59,770",24,65
S. Kchouk,Tunisia,61,2, 2 ," 104,000 ","119,540",24,66
M. Bridge,Australia,61,2, 2 ," 104,000 ","119,540",32,61
Xu Xin,China PR,61,2, 2 ," 104,000 ","119,540",24,66
M. Gallegos,Argentina,61,2, 2 ," 104,000 ","119,540",21,69
P. Kpozo,Ghana,61,1, 1 ," 52,000 ","59,770",20,68
K. Fila,Poland,61,1, 1 ," 52,000 ","59,770",20,72
A. May,England,61,2, 2 ," 104,000 ","119,540",24,65
Y. Akgün,Turkey,61,5, 6 ," 260,000 ","298,851",17,79
F. Buchacher,Austria,61,2, 2 ," 104,000 ","119,540",30,61
C. Thompson,England,61,1, 1 ," 52,000 ","59,770",24,64
E. Vignato,Italy,61,1, 1 ," 52,000 ","59,770",17,80
F. Otárola,Argentina,61,1, 1 ," 52,000 ","59,770",32,61
N. Kikuchi,Japan,61,1, 1 ," 52,000 ","59,770",33,61
B. Bingham,England,61,2, 2 ," 104,000 ","119,540",27,61
N. Lemus,Colombia,61,1, 1 ," 52,000 ","59,770",29,61
J. Aros,Chile,61,1, 1 ," 52,000 ","59,770",22,71
A. Sissako,France,61,1, 1 ," 52,000 ","59,770",20,77
F. Sivetti,Argentina,61,2, 2 ," 104,000 ","119,540",20,71
Jorge Mier,Spain,61,1, 1 ," 52,000 ","59,770",19,75
S. Schreck,Germany,61,4, 5 ," 208,000 ","239,080",19,78
A. Dursun,Turkey,61,2, 2 ," 104,000 ","119,540",19,75
A. Ciss,Senegal,61,1, 1 ," 52,000 ","59,770",18,75
F. Al Shammari,Saudi Arabia,61,2, 2 ," 104,000 ","119,540",37,61
Raúl Vallejo,Spain,61,2, 2 ," 104,000 ","119,540",22,69
J. Ščuk,Bosnia Herzegovina,61,2, 2 ," 104,000 ","119,540",27,62
G. Postma,Netherlands,61,1, 1 ," 52,000 ","59,770",20,68
M. Sejmenovic,Bosnia Herzegovina,61,2, 2 ," 104,000 ","119,540",32,61
Jiang Jihong,China PR,61,3, 3 ," 156,000 ","179,310",28,61
Y. Valery,France,61,3, 3 ," 156,000 ","179,310",19,74
L. Marseiler,Germany,61,1, 1 ," 52,000 ","59,770",21,71
C. Kouan,Ivory Coast,61,1, 1 ," 52,000 ","59,770",18,79
J. Łukowski,Poland,61,1, 1 ," 52,000 ","59,770",22,68
C. Harries,Wales,61,3, 3 ," 156,000 ","179,310",21,76
P. Knechtel,Germany,61,1, 1 ," 52,000 ","59,770",22,73
R. Lopes,Republic of Ireland,61,1, 1 ," 52,000 ","59,770",26,65
N. Phillips,England,61,9, 10 ," 468,000 ","537,931",21,74
W. Hesl,Germany,61,1, 1 ," 52,000 ","59,770",32,61
S. Mohlin,Sweden,61,1, 1 ," 52,000 ","59,770",22,70
M. Ošs,Latvia,61,2, 2 ," 104,000 ","119,540",26,64
N. Mohammad,Germany,61,2, 2 ," 104,000 ","119,540",26,63
J. Ruffels,England,61,2, 2 ," 104,000 ","119,540",24,65
G. Smith,United States,61,1, 1 ," 52,000 ","59,770",22,71
S. Bennett,England,61,2, 2 ," 104,000 ","119,540",27,63
D. Frieser,Austria,61,2, 2 ," 104,000 ","119,540",24,64
J. Burkardt,Germany,61,3, 3 ," 156,000 ","179,310",17,80
A. Lupu,Romania,61,3, 3 ," 156,000 ","179,310",20,73
Wang Jinxian,China PR,61,2, 2 ," 104,000 ","119,540",22,66
A. Maziero,Argentina,61,2, 2 ," 104,000 ","119,540",20,74
K. Moreno,Colombia,61,1, 1 ," 52,000 ","59,770",17,81
Jose,Brazil,61,1, 1 ," 52,000 ","59,770",24,66
Eliseo Falcón,Spain,61,1, 1 ," 52,000 ","59,770",21,74
S. Ramizi,Kosovo,61,2, 2 ," 104,000 ","119,540",26,61
J. Flannigan,England,61,6, 7 ," 312,000 ","358,621",22,66
P. Halder,India,61,€ 0, -   , -   ,0,25,67
H. Adıgüzel,Turkey,61,2, 2 ," 104,000 ","119,540",18,77
S. Strømnes,Norway,61,1, 1 ," 52,000 ","59,770",31,61
K. Pestka,Poland,61,1, 1 ," 52,000 ","59,770",19,71
M. Kolar,Croatia,61,1, 1 ," 52,000 ","59,770",23,68
F. Brügmann,Germany,61,1, 1 ," 52,000 ","59,770",25,64
B. Urbański,Poland,61,1, 1 ," 52,000 ","59,770",20,71
M. Schüler,Germany,61,1, 1 ," 52,000 ","59,770",20,69
P. Erhardt,Austria,61,3, 3 ," 156,000 ","179,310",24,64
V. Sköld,Sweden,61,1, 1 ," 52,000 ","59,770",28,61
K. Knoyle,England,61,2, 2 ," 104,000 ","119,540",21,69
J. Torres,Mexico,61,2, 2 ," 104,000 ","119,540",18,76
J. Coustrain,Republic of Ireland,61,1, 1 ," 52,000 ","59,770",22,72
W. Mosquera,Colombia,61,1, 1 ," 52,000 ","59,770",33,61
M. Chouiar,France,61,1, 1 ," 52,000 ","59,770",19,75
B. Héry,France,61,1, 1 ," 52,000 ","59,770",26,64
A. Nilsson,Sweden,61,1, 1 ," 52,000 ","59,770",27,61
B. Figueroa,Chile,61,1, 1 ," 52,000 ","59,770",19,78
R. de la Rosa,Mexico,61,3, 3 ," 156,000 ","179,310",18,79
M. Sagnan,France,61,1, 1 ," 52,000 ","59,770",19,78
Z. Bakayogo,Ivory Coast,61,2, 2 ," 104,000 ","119,540",31,61
N. Barona,Colombia,61,1, 1 ," 52,000 ","59,770",20,76
J. Sierra,Chile,61,1, 1 ," 52,000 ","59,770",21,72
A. Ryczkowski,Poland,61,1, 1 ," 52,000 ","59,770",21,70
L. Jonsson,Sweden,61,1, 1 ," 52,000 ","59,770",25,65
C. Reppesgård,Norway,61,1, 1 ," 52,000 ","59,770",25,64
B. Allain,France,61,2, 2 ," 104,000 ","119,540",26,63
M. Uusitalo,Finland,61,1, 1 ," 52,000 ","59,770",21,71
T. Alarcón,Chile,61,1, 1 ," 52,000 ","59,770",18,76
J. Chianese,Australia,61,1, 1 ," 52,000 ","59,770",28,61
K. Howkins,England,61,4, 5 ," 208,000 ","239,080",22,65
B. Galindo,Mexico,61,2, 2 ," 104,000 ","119,540",19,70
I. Minchev,Bulgaria,61,€ 0, -   , -   ,0,27,62
A. Zekaj,Serbia,61,2, 2 ," 104,000 ","119,540",18,76
T. Vaiho,Sweden,61,1, 1 ," 52,000 ","59,770",29,61
L. Sotomayor,Chile,61,1, 1 ," 52,000 ","59,770",21,73
B. Kennedy,Northern Ireland,61,2, 2 ," 104,000 ","119,540",21,69
N. Baxter,England,61,1, 1 ," 52,000 ","59,770",19,72
E. Rueda,Argentina,61,2, 2 ," 104,000 ","119,540",22,69
R. Hepburn-Murphy,England,61,2, 2 ," 104,000 ","119,540",19,75
K. Gipson,Germany,61,1, 1 ," 52,000 ","59,770",22,68
I. Hajtić,Bosnia Herzegovina,61,1, 1 ," 52,000 ","59,770",20,72
J. Vollert,Germany,61,3, 3 ," 156,000 ","179,310",20,72
K. Zapolnik,Poland,61,1, 1 ," 52,000 ","59,770",25,64
G. Gül,Germany,61,2, 2 ," 104,000 ","119,540",19,75
S. Klaas,Germany,61,1, 1 ," 52,000 ","59,770",20,76
C. O'Malley,Republic of Ireland,61,1, 1 ," 52,000 ","59,770",23,68
F. Al Aiyaf,Saudi Arabia,61,2, 2 ," 104,000 ","119,540",26,62
L. Mosevich,Argentina,61,2, 2 ," 104,000 ","119,540",21,73
R. Porteous,Scotland,61,1, 1 ," 52,000 ","59,770",19,78
H. Mörschel,Germany,61,2, 2 ," 104,000 ","119,540",20,73
G. Sağlam,Germany,61,2, 2 ," 104,000 ","119,540",20,74
B. Bödvarsson,Iceland,61,2, 2 ," 104,000 ","119,540",23,69
F. Geisler,Germany,61,1, 1 ," 52,000 ","59,770",21,70
G. Omotayo,Switzerland,61,3, 3 ," 156,000 ","179,310",24,64
D. Rogers,Republic of Ireland,61,1, 1 ," 52,000 ","59,770",24,69
A. Zendejas,United States,61,1, 1 ," 52,000 ","59,770",22,71
T. Chorý,Czech Republic,61,1, 1 ," 52,000 ","59,770",23,66
J. Vázquez,Argentina,61,1, 1 ," 52,000 ","59,770",23,67
Yun Ju Tae,Korea Republic,61,2, 2 ," 104,000 ","119,540",28,61
T. Masuda,Japan,61,2, 2 ," 104,000 ","119,540",29,63
L. Lauberbach,Germany,61,1, 1 ," 52,000 ","59,770",20,69
Y. Clementia,France,61,2, 2 ," 104,000 ","119,540",20,72
D. Orlishausen,Germany,61,1, 1 ," 52,000 ","59,770",35,61
D. Whitaker,England,61,1, 1 ," 52,000 ","59,770",37,61
A. Khormi,Saudi Arabia,61,2, 2 ," 104,000 ","119,540",27,61
L. Marić,Croatia,61,1, 1 ," 52,000 ","59,770",31,61
F. Benko,Germany,61,2, 2 ," 104,000 ","119,540",20,77
Liu Zhenli,China PR,61,2, 2 ," 104,000 ","119,540",33,61
M. Piccinocchi,Italy,61,1, 1 ," 52,000 ","59,770",23,72
